question,choices,answer
"A user on a German online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Deilin Fahrradlicht Set 100 Lux LED Fahrradbeleuchtung mit 4 Licht-Modi USB Aufladbar Fahrradlampe, IPX5 Wasserdicht Fahrradlichter Vorne Rücklicht Fahrrad Licht Fahrradleuchtenset Fahrradlampe
StVZO Zugelassen Fahrradlicht Set USB Akku, LED Fahrradbeleuchtung【2021 Model】 Fahrradlampe, Bike Light Fahradbeleuchtungsset INKL. Frontlichter & Rücklicht, Fahrradlichter für Kinder und Erwachsene
Tatopa Fahrradlicht Led Set Fahrrad Licht | USB Wiederaufladbare Fahrradlampe Wasserdicht Fahrradlichter | StVZO Zugelassen Frontlicht und Rücklicht Fahrradbeleuchtung
Deilin Fahrradlicht Set 100 Lux LED Fahrradbeleuchtung mit 4 Licht-Modi USB Aufladbar Fahrradlampe, IPX5 Wasserdicht Fahrradlichter Vorne Rücklicht Fahrrad Licht Fahrradleuchtenset Fahrradlampe
Deilin Fahrradlicht Set LED Fahrradbeleuchtung USB Aufladbar Fahrradlampe, IPX5 Wasserdicht Fahrradlichter Vorne Rücklicht Fahrrad Licht Fahrradleuchtenset Fahrradlampe
Gardien LED Fahrradlicht Set , 100 LUX USB Fahrradbeleuchtung Set mit 4 Licht-Modi Aufladbar Fahrradlampe, Fahrradlicht Set Fahrradlampe vorne Rücklicht Set Fahrrad Licht IPX5 Wasserdicht
Gardien LED Fahrradlicht Set , 100 LUX USB Fahrradbeleuchtung Set mit 4 Licht-Modi Aufladbar Fahrradlampe, Fahrradlicht Set Fahrradlampe vorne Rücklicht Set Fahrrad Licht IPX5 Wasserdicht
","['Toptrek Fahrradlicht Set, 100 Lux Fahrradlicht Vorne mit 4 Beleuchtungsmodi und Auto Modi, StVZO Zugelassen Fahrradlampe, Type-C Fahrrad Licht USB Aufladbar, LED Fahrradbeleuchtung IPX5 Regenfest', 'Magnetische Wimpern ohne Eyeliner Natürlich Look 3D Magnet Künstliche Wimpern mit Zange 4 Paare Wiederverwendbare Falsche Magnetic Eyelashes Wasserdichtem Langlebigem', 'BZONE LED Strip Verbinder 4 Polig 10 Stück, für Wasserdichte 10 mm RGB 5050 LED Streifen, Streifen zu Draht Schnellverbindung ohne Abisolieren, inklusive 16,4 Fuß 22 Gauge 4 Leiter Verlängerungskabel', 'KOTARBAU 5er Set Baueimer 5L aus Kunststoff Putzeimer Mörteleimer Zementeimer Wassereimer Garteneimer Kunststoff-Eimer Schwarz']",0
"A user on a German online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Playmobil City Action 9360 SEK-Truck mit Licht- und Soundeffekten, Ab 5 Jahren + Duracell Plus AAA Alkaline-Batterien, 12er Pack
PLAYMOBIL City Action 9360 SEK-Truck mit Licht- und Soundeffekten, Ab 5 Jahren
Play-Doh E6891 Wheels Zementlaster für Kinder ab 3 Jahren Zement Baustellen-Knete und 3 weiteren Farben
Play-Doh Hasbro B0307EU8 - Plätzchen Party, Knete
Play-Doh Peppas Eiswagen Spielset mit Eiswagen, Peppa und Schorsch Figuren und 5 Dosen
Play-Doh Peppas Eiswagen Spielset mit Eiswagen, Peppa und Schorsch Figuren und 5 Dosen
GLASWERK Design Espressotassen Set (4 x 80ml) - Espressogläser doppelwandig 80ml - doppelwandig Gläser aus Borosilikatglas - spülmaschinenfestes Espresso Gläser Set - Espressotassen Glas Tasse
GLASWERK Design Latte Macchiato Gläser doppelwandig (4 x 350ml) Cappuccino Tassen - Doppelwandige Gläser aus Borosilikatglas - Spülmaschinenfeste Teegläser Kaffeetassen Set - Thermogläser doppelwandig
","['Alonefire H010 Taktische LED Taschenlampe 4000 Lumen Extrem Hell XHP50.2 USB Aufladbar Wasserdicht 5 Modi mit Ladestation, Inklusive Batterie für Outdoor Wandern Jagd Notfall Militär Polizei Survival', 'Maybe Someday', 'LEGO 60303 City Occasions LEGO® City Adventskalender', 'Findelmädchen']",2
"A user on a German online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
10/20/ 30/40 er Weihnachten LED Kerzen Lichterkette Kerzen Weihnachtskerzen Weihnachtsbaum Kerzen mit Fernbedienung Kabellos
10/20/ 30/40 er Weihnachten LED Kerzen Lichterkette Kerzen Weihnachtskerzen Weihnachtsbaum Kerzen mit Fernbedienung Kabellos
10er LED Weihnachtskerzen mit Fernbedienung Timer Flackern Dimmbar Christbaumkerzen Kabellose Weihnachtsbaumkerzen für Weihnachtsbaum Weihnachtsdeko Halloween Deko Außen Wasserdicht（Mit 12 Batterien）
30er LED Weihnachtskerzen Kabellos, Warmweiß Christbaumkerzen Kabellos, LED Kerzen Weihnachtsbaum mit Fernbedienung Timer Flackern Weihnachtsdeko Lichterkette Innen Außen Wasserdicht（Mit 32 Batterien）
CCLIFE LED Weihnachtskerzen Kabellos RGB Kerzen Dimmbar Bunt Weihnachtsbaumkerzen Christbaumkerzen mit Fernbedienung Timer,Lichtfrabe:RGB
CCLIFE LED Weihnachtskerzen Kabellos RGB Kerzen Dimmbar Bunt Weihnachtsbaumkerzen Christbaumkerzen mit Fernbedienung Timer,Lichtfrabe:RGB
10/20/ 30/40 er Weihnachten LED Kerzen Lichterkette Kerzen Weihnachtskerzen Weihnachtsbaum Kerzen mit Fernbedienung Kabellos
10/20/ 30/40 er Weihnachten LED Kerzen Lichterkette Kerzen Weihnachtskerzen Weihnachtsbaum Kerzen mit Fernbedienung Kabellos
","['GU Gesundheit', 'FRANZIS 67073 - GEOlino Experimentierkasten Abenteuer Elektronik, Set mit Solarmodul, LEDs, Solarmotor, Propeller, Handbuch und weiterem Zubehör, ab 8 Jahren, keine Vorkenntnisse nötig', 'Thermometer Hygrometer Innen,2 Stück RUIZHI Mini Digitales Thermometer mit Luftfeuchtigkeitsmesser für Babyzimmer ,Arbeitszimmer ,Weinkeller ,Wohnzimmer, Büro ,Gewächshaus', 'BEIBYE Zwillingsrollen 2066 Hartschale Trolley Koffer Reisekoffer Gepäck M-L-XL-Set (Rosa Gold, L)']",0
"A user on a German online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
AMARI ® Adventskalender zum Befüllen - 24 Adventstüten zum Basteln für Weihnachten - Papier Tüten mit Zahlenaufkleber - Weihnachtskalender zum selbst bekleben, Weihnachtstüten mit Zahlen
Papierdrachen DIY Adventskalender zum Befüllen - 24 Geschenktüten und 24 Visitenkarten mit Zahlen und Metall-Klammern - Schwarz-weiß - zum Selberbasteln - Weihnachten
Papierdrachen Adventskalender zum Befüllen - Kärtchenkalender mit braunen Tüten und Klammern - Blau Grün - für Erwachsene und Kinder - Set 5
Papierdrachen DIY Adventskalender zum Befüllen - 24 Geschenktüten und 24 Visitenkarten mit Zahlen und Klammern - zum Selberbasteln - Weihnachten (Grün-Bordeaux) Set 6
Papierdrachen Adventskalender zum Befüllen - Kärtchenkalender mit braunen Tüten und Klammern - Pastell - für Erwachsene und Kinder - Set 4
HAUSPROFI Adventskalender zum Befüllen Papiertüten, 24 Adventskalender Kraftpapiertüten mit 24 Adventskalender Zahlen zum selber Basteln und Befüllen (Deutsch)
","['30pcs NFC 215 Tag NTAG215 NFC Round Cards Rewritable NFC 215 Coin , Compatible with TagMo and DIY Amiibo and NFC Enabled Phones and Devices', 'Samsung Earphones Tuned by AKG, Kopfhörer und Mikrofon', 'siku 6782, 2-Kreisel Schwader-Anhänger, 1:32, Ferngesteuert, Für SIKU CONTROL Fahrzeuge mit Anhängerkupplung, Metall/Kunststoff, Grün', 'Glytter Glitzerpulver für Getränke (Silber) - essbarer Glitzer für Drinks & Flüssigkeiten, für Likör, Sekt, Cocktails - trinkbares & geschmacksneutrales Glitzerpulver - Glitzerpuder, Glitzer-Staub']",3
"A user on a German online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
SKIN STORIES Rapid Repair Balm (1 x 50 ml), beruhigende After Tattoo Creme mit Panthenol, After Tattoo Pflege zur Förderung der Regenration ab dem 4. Tag nach dem Tätowieren
SKIN STORIES Daily Lotion Artist Edition (125 ml), feuchtigkeitsspendende Tattoo Creme, tägliche Tattoo Pflege für intensive Farben und Farberhalt
5x Tattoo Creme Pegasus Pro 25ml mit Cajeputöl Tattoosalbe Aftercare Pflegecreme
3x Tattoo Pflege Creme Pegasus Pro 25ml mit Cajeputöl Aftercare
Believa Tattoo Aftercare Butter - Vegane Tattoopflege Creme 25ml
Believa Tattoo Aftercare Butter - Vegane Tattoopflege Creme 100ml
","['CGOLDENWALL Hydraulische Crimpzange für 10T 4-70m㎡-Rohre mit Isoliertem GriffKabelschuhe Zange 2 Paar Dichtring&Anleitung auf Deutsch inkl.', 'Hayisugal Wohndecke Weich Strick Wolldecke Quaste Kuscheldecke Sofadecke Schlafdecke Decke, Rosa, 125 x 210cm', 'Yuknees 5D Diamond Painting DIY Diamant Painting Bilder Diamant Malerei Kits Anfänger Malen Nach Zahlen Perlen Bilder Strass Glitzer Diamont Painting Stickerei Kunsthandwerk Wand Dekorationen Blumen', 'Believa Tattoo Aftercare Butter - Vegane Tattoopflege Creme 250ml']",3
"A user on a German online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Ela Mo Rucksack Damen - Schön u. Durchdacht - Daypack mit Laptopfach & Anti Diebstahl Tasche für Ausflüge, Uni, Schule u. Büro (Pink & Blue)
Ela Mo Rucksack Damen - Schön u. Durchdacht - Daypack mit Laptopfach & Anti Diebstahl Tasche für Ausflüge, Uni, Schule u. Büro (Berry)
Ela Mo Rucksack Damen - Schön u. Durchdacht - Daypack mit Laptopfach & Anti Diebstahl Tasche für Ausflüge, Uni, Schule u. Büro (Rose on Rocks)
Ela Mo Rucksack Damen - Schön u. Durchdacht - Daypack mit Laptopfach & Anti Diebstahl Tasche für Ausflüge, Uni, Schule u. Büro (Berry)
Ela Mo Rucksack Damen - Schön u. Durchdacht - Daypack mit Laptopfach & Anti Diebstahl Tasche für Ausflüge, Uni, Schule u. Büro (Black Beautiful)
Ela Mo Rucksack Damen - Schön u. Durchdacht - Daypack mit Laptopfach & Anti Diebstahl Tasche für Ausflüge, Uni, Schule u. Büro (Night Edition - Black)
Ela Mo Rucksack Damen - Schön u. Durchdacht - Daypack mit Laptopfach & Anti Diebstahl Tasche für Ausflüge, Uni, Schule u. Büro (Nightblue)
Ela Mo Rucksack Damen - Schön u. Durchdacht - Daypack mit Laptopfach & Anti Diebstahl Tasche für Ausflüge, Uni, Schule u. Büro (Papercut Tulip)
Ela Mo Rucksack Damen - Schön u. Durchdacht - Daypack mit Laptopfach & Anti Diebstahl Tasche für Ausflüge, Uni, Schule u. Büro (Rose on Rocks)
","['MjAMjAM - Premium Nassfutter für Katzen - saftiges huhn und wildlachs, 6er Pack (6 x 800 g), getreidefrei mit extra viel Fleisch', 'Piatnik 6013 - Activity Kindergarten', 'Bogadent Dental Enzyme Chips Fish Katze 50 g (1er Pack)', 'Ela Mo Rucksack Damen - Schön u. Durchdacht - Daypack mit Laptopfach & Anti Diebstahl Tasche für Ausflüge, Uni, Schule u. Büro (Stone)']",3
"A user on a German online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
Mepal Lunchpot Ellipse Nordic pink – 500 ml praktischer Müslibecher, Joghurtbecher, to go Becher – Geeignet für Tiefkühler, Mikrowelle und Spülmaschine, Polypropyleen (PP), PCTG, 10.7 cm
Mepal Duo Pack Lunchpot Ellipse Lunchbox Essensbehälter Reisebecher Nordic Pink
Jim's Store Müslibecher to Go Becher, 560ml+310ml Auslaufsichere Joghurtbecher für Unterwegs--Blue green
Jim's Store Müslibecher to Go Becher, 560ml+310ml Auslaufsichere Joghurtbecher für Unterwegs--Morandi pink
Jim's Store Müslibecher to Go Becher, 560ml+310ml Auslaufsichere Joghurtbecher für Unterwegs--Morandi pink
Lunchpot 400ml+300ml Müslibecher to go Joghurtbecher to go Becher Essensbehälter Auslaufsicherer Müsli to go Becher Edelstahl Joghurtbecher für Müsli Becher mit Löffel Thermos Essensbehälter fürEssen
","['Sekey Premium Plissee - Hochwertiges Faltrollo ohne Bohren - 70 x 150cm - Jalousie für Fenster & Tür - Sonnenschutz - lichtundurchlässig - Weiß', 'Könighaus Infrarotheizung – Bildmotiv – TÜV/GS - 1200 Watt + Smart Thermostat + Könighaus APP - Weißer Rahmen (18. Sternenhimmel 2)', 'Farbige Kontaktlinsen weiß New Vampir + Behälter, weich, ohne Stärke in weiß und schwarz als 2er Pack (1 Paar)- angenehm zu tragen und perfekt für Halloween, Karneval, Fasching oder Fastnacht Kostüm', 'OLWO® Müslibecher to go Kinder- Joghurtbecher to go für Kinder-Auslaufsicher und Ideal für unterwegs, Kindergarten, Schule-Lunchpot to go kinder mit Löffel-Lunchbox to go Kinder 380 ml']",3
"A user on a German online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Cat 8 Netzwerkkabel 1m, Snowkids 40Gbps LAN Kabel Hochgeschwindigkeits 2000MHz S/FTP Ethernet Kabel Gigabit RJ45 Nylon geflochtener Vergoldeter Patchkabel für PS5/4 Router Modem TV Switch Laptop
Cat 8 LAN Kabel 5m, Snowkids 40Gbps Netzwerkkabel Hochgeschwindigkeits 2000MHz S/FTP Ethernet Kabel POE Gigabit RJ45 Nylon geflochtener Vergoldeter Patchkabel für PS5/4 Router Modem TV Switch Laptop
KabelDirekt – 3m – Netzwerkkabel, Ethernet, LAN & Patch Kabel (überträgt maximale Glasfaser Geschwindigkeit & ist geeignet für Gigabit Netzwerke, Switches, Router, Modems mit RJ45 Eingang, blau)
KabelDirekt – 0,25m – Netzwerkkabel, Ethernet, LAN & Patch Kabel (überträgt maximale Glasfaser Geschwindigkeit & ist geeignet für Gigabit Netzwerke, Switches, Router, Modems mit RJ45 Eingang, blau)
KabelDirekt – 1,5m – Netzwerkkabel, Ethernet, LAN & Patch Kabel (überträgt maximale Glasfaser Geschwindigkeit & ist geeignet für Gigabit Netzwerke, Switches, Router, Modems mit RJ45 Eingang, blau)
Amazon Basics Gigabit-Ethernet-LAN-Kabel, RJ45, Cat6, ideal für Heim- und Büronetzwerke, 0,9 Meter
","['KabelDirekt – 10m – Netzwerkkabel, Ethernet, LAN & Patch Kabel (überträgt maximale Glasfaser Geschwindigkeit & ist geeignet für Gigabit Netzwerke, Switches, Router, Modems mit RJ45 Eingang, blau)', 'Amazon Basics Spielstation und Kratzbaum für Katzen - Large', ""Mia's Teppiche Olivia - waschbarer Teppich für Wohnzimmer, Schlafzimmer, Flur oder Bad, weich, rutschfest, 200x290 cm, Grau"", 'Nur 48 Stunden']",0
"A user on a German online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
Blumtal Thermosflasche Eifel 350ml aus Edelstahl - auslaufsichere Thermoskanne mit Trinkbecher für unterwegs, Isolation von warmen Getränken, spülmaschinengeeignet, Stainless Steel - Silber
Blumtal Thermosflasche Eifel 1L aus Edelstahl - auslaufsichere Thermoskanne mit Trinkbecher für unterwegs, Isolation von warmen Getränken, spülmaschinengeeignet, Stainless Steel - Silber
Blumtal Thermosflasche Eifel 350ml aus Edelstahl - auslaufsichere Thermoskanne mit Trinkbecher für unterwegs, Isolation von warmen Getränken, spülmaschinengeeignet, Stainless Steel - Silber
Blumtal Thermosflasche Eifel 1L aus Edelstahl - auslaufsichere Thermoskanne mit Trinkbecher für unterwegs, Isolation von warmen Getränken, spülmaschinengeeignet, Stainless Steel - Silber
Blumtal Thermosflasche Eifel 500ml aus Edelstahl - auslaufsichere Thermoskanne mit Trinkbecher für unterwegs, Isolation von warmen Getränken, Dark Ocean Blue - Blau
Blumtal Thermosflasche Eifel 1L aus Edelstahl - auslaufsichere Thermoskanne mit Trinkbecher für unterwegs, Isolation von warmen Getränken, Dark Ocean Blue - Blau
Blumtal Thermosflasche Eifel 500ml aus Edelstahl - auslaufsichere Thermoskanne mit Trinkbecher für unterwegs, Isolation von warmen Getränken, Schwarz
","['Blumtal Thermosflasche Eifel 1L aus Edelstahl - auslaufsichere Thermoskanne mit Trinkbecher für unterwegs, Isolation von warmen Getränken, Schwarz', 'Warnweste für Herren Damen Kinder - Reflektorweste Einstellbar Sicherheitsweste Elastisch & Reflektoren Taille Gürtel & 2 Reflektorband Selbstklebend für Fahrrad, Laufen, Joggen, Schulweg (Farbe 2)', 'Idena 10446 - Notizklotz geleimt, 9 x 9 x 9 cm, 80 g/m², ca. 800 Blatt, weiß, Nachfüllpack für Zettelbox', 'GenTo® FLAPLET NextLevel – Geldbörse mit/ohne Münzfach - Apple AIRTAG Halterung - TÜV geprüfter RFID NFC Schutz - Magic Wallet - Magischer Geldbeutel - Inklusive Geschenkbox - Smart Wallet']",0
"A user on a German online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
tonies Hörfiguren für Toniebox: Disney Hörspiel Arielle DIE MEERJUNGFRAU Figur - ca 57 Min. Spieldauer - ab 4 Jahre - DEUTSCH
tonies Hörfiguren für Toniebox: Disney Hörspiel für Kinder Aladdin Figur - ca 60 Min. Spieldauer - ab 4 Jahre - DEUTSCH
tonies 10000304 Hörfigur für Toniebox, Weihnachtslieder: Rolf Zuckowski – In der Weihnachtsbäckerei & 01-0095 Hörfiguren für Toniebox - Die kleine Eule feiert Weihnachten - Die kleine Eu
tonies Hörfigur für Toniebox, Weihnachtslieder: Rolf Zuckowski – In der Weihnachtsbäckerei, Hörspiel für Kinder ab 3 Jahren, Spielzeit ca. 57 Minuten
tonies Hörfiguren für Toniebox, Lieblings-Kinderlieder – Weihnachtslieder 2, Tonie-Kinderlieder ab 3 Jahren, Spielzeit ca. 55 Minuten
tonies 10000303 Hörfigur für Toniebox, Peppa Wutz – Die Ritterburg und 7 weitere spannende Peppa Wutz Geschichten, Hörspiel für Kinder ab 3 Jahren & 10000829 Hörfigur für Toniebox, ab 3 Jahren,
","['KIKO Milano Metal Liquid Lip Colour 04 | Flüssiger Lippenstift Mit Metallic-Finish Und Hoher Deckkraft', 'Peripherie', 'HoYiXi Faltbare Hülle Kompatibel mit 6.8"" Kindle Paperwhite 11. Generation 2021/Signature Edition 2021/Kindle 2019 10. Gen Vertikal Flip Ständer Hülle für 6-6.8\'\' Kindle Kobo Ebook Ereader - Baum', 'tonies Hörfigur für Toniebox, Peppa Wutz – Die Ritterburg und 7 weitere spannende Peppa Wutz Geschichten, Hörspiel für Kinder ab 3 Jahren, Spielzeit ca. 44 Minuten']",3
"A user on a German online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Roccat Elo 7.1 Air - Kabelloses Surround-Sound RGB PC Gaming Headset
Turtle Beach Stealth 600 Gen 2 Kabellos Gaming-Headset, PS4 und PS5
ZIUMIER Z20 Gaming Headset für PS4,PS5, PC, Xbox One, 3,5mm Gamer Kopfhörer mit Noise Cancelling Mikrofon und RGB-Licht für Laptop Mac, 50MM Treiber Surround Sound Grün
ZIUMIER Z20 RGB Gaming Headset Weiß für PS4,PS5, PC, Xbox One, Laptop, Gamer Kopfhörer mit Noise Cancelling Mikrofon, Buntes RGB Licht, Bass Surround Sound 50MM Treiber
ZIUMIER Z20 Gaming Headset für PS4,PS5, PC, Xbox One, 3,5mm Gamer Kopfhörer mit Noise Cancelling Mikrofon und RGB-Licht für Laptop Mac, 50MM Treiber Surround Sound Grün
ZIUMIER Z20 RGB Gaming Headset Weiß für PS4,PS5, PC, Xbox One, Laptop, Gamer Kopfhörer mit Noise Cancelling Mikrofon, Buntes RGB Licht, Bass Surround Sound 50MM Treiber
DIZA100 2,4 G Wireless Gaming Headset für PS4 PS5 PC, PS4 Headset mit Mikrofon & LED Licht, 3.5mm Surround Sound Gaming Kopfhörer, 15M Funkreichweite
DIZA100 Gaming Headset für PS5, PS4 Headset mit Mikrofon& LED Lichter, Surround Sound ONIKUMA Gaming Kopfhörer für PS4 PC Xbox One Laptops Tablets Mac
HyperX Cloud Stinger Core – kabelloses Gaming Headset, Weiß & Razer Basilisk X HyperSpeed - Kabellose Gaming Maus mit bis zu 450 Stunden Akku für PC/Mac (6 programmierbare Tasten) Schwarz
","['HyperX Cloud Stinger Core – kabelloses Gaming Headset, für PS4, PS5, PC, leicht, robuste Stahlschieberegler, geräuschunterdrückendes Mikrofon, Einheitsgröße, Weiß', 'ROTHENBERGER Industrial Lötlampe 1750 ºC, 35930', 'Seagate Ultra Touch HDD, externe Festplatte 2 TB, 2.5 Zoll, USB-C & USB 3.0, schwarz, inkl. 1 Jahr Mylio Create, 4 Monate Adobe Creative Cloud Foto-Abo, 2 Jahre Rescue Service, Modellnr.: STHH2000400', 'Rosmarino Pfannkuchenpfanne für Induktion und andere Herdarten, 26 cm - Eine phänomenale Pfanne für knusprigen Geschmack - Mit Spatel und Pfannkuchenrezepten']",0
"A user on a German online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
HDMI Splitter HDMI Switch, 4K@60Hz Aluminium Bidirektional HDMI Switch 2 In 1 Out oder 1 In 2 Out HDMI Switcher, HDMI Verteiler Unterstützt HDCP 2.2 4K 3D HDR für Fire TV Stick UHD TV PS5 Xbox DVD
HDMI Splitter HDMI Switch, 4K@60Hz Aluminium Bidirektional HDMI Switch 2 In 1 Out oder 1 In 2 Out HDMI Switcher, HDMI Verteiler Unterstützt HDCP 2.2 4K 3D HDR für Fire TV Stick UHD TV PS5 Xbox DVD
HDMI Switch HDMI Splitter, Aluminium Bidirektional HDMI Switch 2 in 1 Out oder 1 in 2 Out HDMI Verteiler, HDMI Switcher Unterstützt HD 4K 3D 1080P für Xbox PS4 HDTV Blu-Ray DVD
HDMI Splitter Aluminium 4K HDMI Verteiler 1 in 2 Out Unterstützt HDCP, 4K, 3D, UHD, 1080P, HDMI Splitter 1 auf 2 für Xbox, PS4, PS3, Roku, Blu-Ray-Player, Firestick, HDTV und Apple TV.
HDMI Splitter, 4K HDMI Verteiler 1 in 2 Out【Nur Duplizieren】 Unterstützt 4K@30HZ, 3D, 1080P, HDCP, UHD, HDMI Splitter 1 auf 2 für Firestick Xbox360 PS4 PS3 Roku mit 1.2M HDMI Kabel
HDMI Splitter Aluminium 4K HDMI Verteiler 1 in 2 Out Unterstützt HDCP, 4K, 3D, UHD, 1080P, HDMI Splitter 1 auf 2 für Xbox, PS4, PS3, Roku, Blu-Ray-Player, Firestick, HDTV und Apple TV.
EasyULT DP zu HDMI Adapter, 4K DisplayPort auf HDMI Adapter mit Audioübertragung und maximale Auflösung, Anwendbar auf DisplayPort-Geräte und HDMI-Geräte Der Anschluss
EasyULT DP zu HDMI Adapter, 4K DisplayPort auf HDMI Adapter mit Audioübertragung und maximale Auflösung, Anwendbar auf DisplayPort-Geräte und HDMI-Geräte Der Anschluss
Rankie DisplayPort auf HDMI Adapter, 4K Auflösungs Konverter mit Audio, Schwarz
","['Gedotec Übergangsprofil Laminat - Vinyl Übergangs-Schiene gelocht Bodenprofil gewölbt | Türschwelle zum Schrauben | Alu Silber eloxiert | Profil 50 x 1000 mm | 1 Stück Teppichschiene', '4K DisplayPort auf HDMI Adapter, [Vergoldete, Geflochten, Aluminiumhülse], WARRKY Unidirektionaler DP-Computer zu HDMI-Monitor Konverter Kampatibel für Lenovo, HP, Dell, AMD, NVIDIA, Mehr', 'Vest Harness curli Clasp Air-Mesh Moss L', 'Hotgen Coronavirus (2019-nCoV) - Covid 19 Antigen Corona Schnelltest 100 Stück']",1
"A user on a German online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
Karpaltunnel Handgelenkstütze mit Metallschiene-Stabilisator - Zur Linderung von Tendinitis Arthritis Schmerzen im Karpaltunnel - Kürzere Erholungszeit für Männer Frauen - Linke Hand (S/M)
Handgelenk Schienen Bandage Karpaltunnelsyndrom Handbandage Handgelenkstütze Zur Linderung von Sehnenentzündungen und Schmerzen am Handschiene Links Rechts Hand mit Kompressionsband (L, left)
Karpaltunnel Handgelenkstütze mit Metallschiene-Stabilisator - Zur Linderung von Tendinitis Arthritis Schmerzen im Karpaltunnel - Kürzere Erholungszeit für Männer Frauen - Rechte Hand (S/M)
Karpaltunnel Handgelenkstütze mit Metallschiene-Stabilisator - Zur Linderung von Tendinitis Arthritis Schmerzen im Karpaltunnel - Kürzere Erholungszeit für Männer Frauen - Rechte Hand (L/XL)
FREETOO Handgelenk Bandagen,Handgelenkbandage Damen und Herren für Sehnenscheidenentzündung,Karpaltunnel Handgelenkstütze Gelten Kraftsport,Sport-Beige
FREETOO Handgelenk Bandagen,Handgelenkbandage Damen und Herren für Sehnenscheidenentzündung,Karpaltunnel Handgelenkstütze Gelten Kraftsport,Sport -Rechts
","['50 Stück 12 oz Einweg Suppenbecher mit Deckel, Pappbecher mit Deckel, Speisebecher Papier Eisbecher für Mitnehmen, Eiscreme, Mikrowelle und Tiefkühlkost Aufbewahrung Auslaufsichere Beschichtung (Weiß)', 'tesa ALUXX BLACK Eck-Duschablage zur Wandmontage ohne Bohren, schwarz matt - einstöckig - für Bäder im Industrial Style und moderne Badezimmer - mit Klebelösung - 192 mm x 92 mm x 200 mm', 'Hansaplast Sport Handgelenk-Bandage, Handgelenkstütze schont und unterstützt das Gelenk, Handgelenkschoner passend für das rechte und linke Handgelenk, Größe L/XL', 'essence CAMOUFLAGE+ MATT concealer, Abdeckstift, wasserfest, deckt Tattoos ab, Nr. 30 light honey, nude, mattierend, matt, vegan, ölfrei, wasserfest (5ml)']",2
"A user on a German online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
Fieberthermometer kontaktlos infrarot Stirnthermometer für Babys Erwachsene, multifunctional digitales 2 in 1 Thermometer mit sofort Ablesung, Fieberalarm, LCD Anzeige, Speicherabruf mit genauer Zeit
Fieberthermometer kontaktlos infrarot Stirnthermometer für Babys Erwachsene, digitales 2 in 1 Thermometer mit sofort Ablesung, Fieberalarm, LCD Anzeige, Speicherabruf mit genauer Zeit, schwarz
Braun ThermoScan 3 Ohrthermometer (professioneller Genauigkeit; akustischer fieberindikator; Fieber, sicher, hygienisch, für die ganze familie; Neugeborener) IRT3030
Grundig Fieberthermometer kontaktlos Infrarot TESTSIEGER - Hochpräzise Ohr Stirn Objekte und Baby blitzschnell messen Thermometer Stirnthermometer Ohrthermometer Fieber digital Temperaturmessgerät
Grundig Fieberthermometer kontaktlos Infrarot TESTSIEGER - Hochpräzise Ohr Stirn Objekte und Baby blitzschnell messen Thermometer Stirnthermometer Ohrthermometer Fieber digital Temperaturmessgerät
medisana TM A79 kontaktloses Infrarot Thermometer, Fieberthermometer, berührungsloses Stirnthermometer für Erwachsene, Kinder und Babys
","['PT1005 1000V 10A Multimeterkabel Multimeter Test Pin Universal Digital Multimeter Sonde Test Leads Pin Nadelspitze Multi Meter Prüfvorrichtung Blei Sonde Drahtstift Kabel Krokodilklemmen Messleitungen', 'Kinder-Geschirr Set mit Teller, Müslischale und Becher (Avengers)', 'medisana TM 750 digitales 6in1 Fieberthermometer Ohrthermometer für Babys, Kinder und Erwachsene, Stirnthermometer mit visuellem Fieberalarm, Speicherfunktion und Messung von Flüssigkeiten', 'YOPEUC 4500mAh V8 Akku Ersatzakku für Dyson V8 Serie,Dyson SV10 21.6V Lithion Batterie mit 2 Filter Kompatibel mit V8 Absolute, Dyson V8 Animal, Dyson V8 Fluffy Staubsauger']",2
